start_date,end_date,duration
2009-05-27,2009-06-02,7
2009-06-05,2009-06-07,3
2009-06-10,2009-06-10,1
2009-06-20,2009-06-20,1
2009-06-25,2009-06-25,1
2009-06-30,2009-06-30,1
2009-07-12,2009-07-13,2
2009-07-15,2009-07-15,1
2009-07-20,2009-07-20,1
2009-07-30,2009-07-30,1
2009-08-05,2009-08-05,1
2009-08-21,2009-08-21,1
2009-08-30,2009-08-30,1
2009-09-23,2009-09-23,1
2009-10-12,2009-10-14,3
2009-10-23,2009-10-23,1
2009-10-31,2009-11-04,5
2009-11-07,2009-11-14,8
2009-11-16,2010-02-23,100
2010-02-26,2010-02-27,2
2010-03-01,2010-03-16,16
2010-03-21,2010-04-05,16
2010-04-07,2010-04-09,3
2010-04-11,2010-04-11,1
2010-04-14,2010-04-14,1
2010-04-16,2010-04-19,4
2010-04-24,2010-04-25,2
2010-05-11,2010-05-12,2
2010-05-16,2010-05-17,2
2010-05-20,2010-05-21,2
2010-06-05,2010-06-05,1
2010-06-08,2010-06-09,2
2010-06-13,2010-06-14,2
2010-06-21,2010-06-21,1
2010-06-26,2010-06-26,1
2010-06-30,2010-07-01,2
2010-07-11,2010-07-12,2
2010-08-16,2010-08-16,1
2010-08-28,2010-08-28,1
2010-09-27,2010-09-29,3
2010-10-03,2010-10-03,1
2010-10-13,2010-10-13,1
2010-10-31,2010-11-02,3
2010-11-04,2010-11-12,9
2010-11-16,2010-11-18,3
2010-11-20,2010-11-22,3
2010-11-24,2010-12-29,36
2010-12-31,2011-03-20,80
2011-03-22,2011-03-24,3
2011-03-26,2011-04-02,8
2011-04-06,2011-04-06,1
2011-04-09,2011-04-11,3
2011-04-13,2011-04-13,1
2011-04-15,2011-04-15,1
2011-04-17,2011-04-20,4
2011-04-22,2011-04-24,3
2011-04-26,2011-04-26,1
2011-04-29,2011-04-29,1
2011-05-03,2011-05-04,2
2011-05-06,2011-05-08,3
2011-05-17,2011-05-17,1
2011-05-19,2011-05-20,2
2011-06-02,2011-06-02,1
2011-06-04,2011-06-04,1
2011-06-07,2011-06-09,3
2011-06-12,2011-06-16,5
2011-06-25,2011-06-26,2
2011-06-29,2011-06-30,2
2011-07-02,2011-07-02,1
2011-07-06,2011-07-06,1
2011-07-14,2011-07-14,1
2011-07-19,2011-07-19,1
2011-09-20,2011-09-21,2
2011-09-27,2011-09-27,1
2011-10-01,2011-10-01,1
2011-10-10,2011-10-10,1
2011-11-01,2011-11-02,2
2011-11-06,2011-11-07,2
2011-11-11,2011-11-11,1
2011-11-13,2011-11-18,6
2011-11-20,2012-02-16,89
2012-02-18,2012-04-12,55
2012-04-14,2012-04-14,1
2012-04-19,2012-04-19,1
2012-04-22,2012-04-22,1
2012-04-25,2012-04-26,2
2012-04-29,2012-05-01,3
2012-05-04,2012-05-04,1
2012-05-21,2012-05-21,1
2012-05-30,2012-05-31,2
2012-06-08,2012-06-08,1
2012-06-12,2012-06-12,1
2012-06-26,2012-06-26,1
2012-07-20,2012-07-20,1
2012-09-08,2012-09-08,1
2012-10-14,2012-10-14,1
2012-10-16,2012-10-18,3
2012-10-26,2012-10-27,2
2012-10-29,2012-10-29,1
2012-11-06,2012-11-06,1
2012-11-09,2012-11-13,5
2012-11-16,2013-03-16,121
2013-03-18,2013-03-21,4
2013-03-23,2013-03-30,8
2013-04-01,2013-04-05,5
2013-04-08,2013-04-15,8
2013-04-17,2013-04-19,3
2013-04-21,2013-04-23,3
2013-04-26,2013-04-26,1
2013-04-30,2013-04-30,1
2013-05-15,2013-05-15,1
2013-05-17,2013-05-18,2
2013-05-21,2013-05-23,3
2013-05-25,2013-05-27,3
2013-05-31,2013-05-31,1
2013-06-02,2013-06-02,1
2013-06-06,2013-06-08,3
2013-06-10,2013-06-10,1
2013-06-15,2013-06-15,1
2013-07-01,2013-07-01,1
2013-07-20,2013-07-20,1
2013-09-11,2013-09-11,1
2013-09-14,2013-09-14,1
2013-10-01,2013-10-01,1
2013-10-14,2013-10-15,2
2013-10-18,2013-10-20,3
2013-10-30,2013-11-03,5
2013-11-12,2013-11-13,2
2013-11-17,2014-03-09,113
2014-03-14,2014-04-02,20
2014-04-05,2014-04-05,1
2014-04-08,2014-04-09,2
2014-04-11,2014-04-11,1
2014-04-18,2014-04-18,1
2014-04-29,2014-04-29,1
2014-05-03,2014-05-04,2
2014-05-14,2014-05-14,1
2014-05-19,2014-05-19,1
2014-05-31,2014-06-02,3
2014-06-05,2014-06-06,2
2014-06-11,2014-06-11,1
2014-06-16,2014-06-18,3
2014-06-28,2014-06-28,1
2014-07-01,2014-07-03,3
2014-07-09,2014-07-09,1
2014-07-12,2014-07-13,2
2014-09-11,2014-09-11,1
2014-09-14,2014-09-14,1
2014-09-21,2014-09-21,1
2014-10-06,2014-10-06,1
2014-10-10,2014-10-10,1
2014-10-28,2014-10-28,1
2014-10-31,2014-11-01,2
2014-11-03,2014-11-19,17
2014-11-22,2014-11-22,1
2014-11-24,2015-03-28,125
2015-04-01,2015-04-01,1
2015-04-05,2015-04-05,1
2015-04-07,2015-04-08,2
2015-04-10,2015-04-10,1
2015-04-13,2015-04-23,11
2015-04-27,2015-04-30,4
2015-05-04,2015-05-04,1
2015-05-10,2015-05-10,1
2015-05-17,2015-05-17,1
2015-05-19,2015-05-19,1
2015-05-21,2015-05-22,2
2015-05-26,2015-05-26,1
2015-05-28,2015-05-29,2
2015-06-03,2015-06-03,1
2015-06-14,2015-06-15,2
2015-07-03,2015-07-03,1
2015-07-06,2015-07-10,5
2015-07-13,2015-07-14,2
2015-07-17,2015-07-17,1
2015-08-10,2015-08-10,1
2015-08-19,2015-08-19,1
2015-08-21,2015-08-21,1
2015-08-27,2015-08-27,1
2015-09-06,2015-09-06,1
2015-09-10,2015-09-10,1
2015-09-18,2015-09-19,2
2015-09-23,2015-09-24,2
2015-09-27,2015-09-29,3
2015-10-03,2015-10-03,1
2015-10-08,2015-10-08,1
2015-11-02,2015-11-02,1
2015-11-08,2015-11-09,2
2015-11-11,2015-11-14,4
2015-11-16,2015-11-20,5
2015-11-22,2015-11-29,8
2015-12-03,2016-03-15,104
2016-03-17,2016-03-25,9
2016-03-27,2016-03-28,2
2016-03-30,2016-03-31,2
2016-04-02,2016-04-05,4
2016-04-08,2016-04-11,4
2016-04-19,2016-04-20,2
2016-04-23,2016-04-23,1
2016-05-02,2016-05-03,2
2016-05-11,2016-05-12,2
2016-05-22,2016-05-22,1
2016-05-26,2016-05-26,1
2016-05-30,2016-06-02,4
2016-06-04,2016-06-04,1
2016-06-06,2016-06-08,3
2016-06-10,2016-06-11,2
2016-06-23,2016-06-23,1
2016-07-02,2016-07-02,1
2016-07-21,2016-07-21,1
2016-07-25,2016-07-25,1
2016-08-15,2016-08-15,1
2016-08-17,2016-08-17,1
2016-08-21,2016-08-21,1
2016-08-28,2016-08-28,1
2016-09-05,2016-09-05,1
2016-09-08,2016-09-08,1
2016-09-11,2016-09-11,1
2016-09-18,2016-09-18,1
2016-09-29,2016-10-01,3
2016-10-04,2016-10-04,1
2016-10-07,2016-10-08,2
2016-10-11,2016-10-16,6
2016-10-19,2016-10-19,1
2016-10-22,2016-10-25,4
2016-10-28,2016-10-28,1
2016-10-30,2017-03-15,137
2017-03-17,2017-04-11,26
2017-04-13,2017-04-13,1
2017-04-16,2017-04-17,2
2017-04-19,2017-04-20,2
2017-04-26,2017-04-26,1
2017-04-28,2017-04-28,1
2017-05-01,2017-05-01,1
2017-05-03,2017-05-03,1
2017-05-08,2017-05-09,2
2017-05-12,2017-05-12,1
2017-05-20,2017-05-20,1
2017-05-24,2017-05-24,1
2017-06-04,2017-06-05,2
2017-06-09,2017-06-10,2
2017-06-16,2017-06-16,1
2017-06-20,2017-06-21,2
2017-06-25,2017-06-26,2
2017-06-30,2017-06-30,1
2017-07-14,2017-07-14,1
2017-09-26,2017-09-27,2
2017-10-01,2017-10-01,1
2017-10-04,2017-10-05,2
2017-10-16,2017-10-17,2
2017-10-20,2017-10-22,3
2017-10-26,2017-10-28,3
2017-11-01,2017-11-01,1
2017-11-06,2017-11-06,1
2017-11-08,2017-11-11,4
2017-11-13,2018-02-23,103
2018-02-25,2018-02-26,2
2018-02-28,2018-03-01,2
2018-03-03,2018-03-11,9
2018-03-13,2018-03-17,5
2018-03-20,2018-03-20,1
2018-03-22,2018-03-22,1
2018-03-25,2018-03-28,4
2018-03-31,2018-04-02,3
2018-04-09,2018-04-12,4
2018-04-15,2018-04-15,1
2018-04-17,2018-04-20,4
2018-04-22,2018-04-23,2
2018-04-28,2018-05-04,7
2018-05-11,2018-05-12,2
2018-05-16,2018-05-18,3
2018-06-08,2018-06-09,2
2018-06-11,2018-06-11,1
2018-06-14,2018-06-16,3
2018-06-24,2018-06-24,1
2018-07-06,2018-07-07,2
2018-07-13,2018-07-13,1
2018-07-20,2018-07-21,2
2018-08-08,2018-08-09,2
2018-08-14,2018-08-14,1
2018-09-05,2018-09-05,1
2018-09-09,2018-09-09,1
2018-09-16,2018-09-16,1
2018-09-19,2018-09-20,2
2018-09-23,2018-09-23,1
2018-09-26,2018-09-28,3
2018-10-01,2018-10-01,1
2018-10-04,2018-10-05,2
2018-10-15,2018-10-15,1
2018-10-20,2018-10-26,7
2018-10-29,2018-10-29,1
2018-11-01,2018-11-01,1
2018-11-05,2018-11-15,11
2018-11-17,2019-04-08,143
2019-04-11,2019-04-11,1
2019-04-14,2019-04-15,2
2019-04-17,2019-04-21,5
2019-04-23,2019-04-25,3
2019-04-28,2019-04-28,1
2019-05-01,2019-05-03,3
2019-05-06,2019-05-06,1
2019-05-15,2019-05-16,2
2019-05-21,2019-05-22,2
2019-05-25,2019-05-26,2
2019-05-29,2019-05-29,1
2019-06-19,2019-06-20,2
2019-06-23,2019-06-23,1
2019-07-04,2019-07-04,1
2019-07-13,2019-07-13,1
2019-08-01,2019-08-01,1
2019-09-11,2019-09-11,1
2019-09-18,2019-09-19,2
2019-09-22,2019-09-22,1
2019-11-01,2019-11-02,2
2019-11-04,2019-11-04,1
2019-11-09,2019-11-10,2
2019-11-13,2019-11-21,9
2019-11-25,2019-12-15,21
2019-12-17,2020-03-11,86
2020-03-13,2020-03-20,8
2020-03-22,2020-04-08,18
2020-04-10,2020-04-11,2
2020-04-13,2020-04-16,4
2020-04-18,2020-04-18,1
2020-04-21,2020-04-25,5
2020-04-29,2020-04-29,1
2020-05-04,2020-05-04,1
2020-05-12,2020-05-16,5
2020-05-18,2020-05-19,2
2020-05-23,2020-05-24,2
2020-05-28,2020-05-28,1
2020-05-30,2020-06-02,4
2020-06-04,2020-06-06,3
2020-06-16,2020-06-16,1
2020-06-22,2020-06-23,2
2020-06-28,2020-06-28,1
2020-07-03,2020-07-03,1
2020-10-05,2020-10-05,1
2020-10-24,2020-10-24,1
2020-10-28,2020-10-28,1
2020-10-31,2020-10-31,1
2020-11-04,2020-11-05,2
2020-11-09,2021-03-15,127
2021-03-18,2021-03-19,2
2021-03-22,2021-03-24,3
2021-03-26,2021-04-20,26
2021-04-22,2021-04-23,2
2021-04-27,2021-04-28,2
2021-05-01,2021-05-01,1
2021-05-16,2021-05-17,2
2021-05-20,2021-05-21,2
2021-05-23,2021-05-25,3
2021-05-27,2021-05-31,5
2021-06-07,2021-06-11,5
2021-06-15,2021-06-15,1
2021-06-21,2021-06-21,1
2021-06-24,2021-06-27,4
2021-07-01,2021-07-03,3
2021-07-09,2021-07-09,1
2021-08-04,2021-08-05,2
2021-08-16,2021-08-16,1
2021-08-24,2021-08-24,1
2021-08-27,2021-08-28,2
2021-08-30,2021-08-31,2
2021-09-15,2021-09-15,1
2021-09-22,2021-09-22,1
2021-09-26,2021-09-27,2
2021-09-30,2021-09-30,1
2021-10-04,2021-10-06,3
2021-10-08,2021-10-09,2
2021-10-14,2021-10-16,3
2021-10-21,2021-10-25,5
2021-10-27,2021-10-28,2
2021-10-30,2022-01-16,79
2022-01-18,2022-04-09,82
2022-04-12,2022-04-13,2
2022-04-17,2022-04-18,2
2022-04-23,2022-04-23,1
2022-04-26,2022-04-27,2
2022-04-29,2022-05-01,3
2022-05-03,2022-05-07,5
2022-05-09,2022-05-20,12
2022-05-22,2022-05-22,1
2022-05-25,2022-05-26,2
2022-05-30,2022-05-31,2
2022-06-02,2022-06-06,5
2022-06-10,2022-06-12,3
2022-06-14,2022-06-16,3
2022-06-20,2022-06-22,3
2022-06-26,2022-06-27,2
2022-06-30,2022-07-01,2
2022-07-05,2022-07-06,2
2022-07-20,2022-07-20,1
2022-07-25,2022-07-25,1
2022-08-21,2022-08-21,1
2022-09-20,2022-09-21,2
2022-09-25,2022-09-25,1
2022-09-28,2022-09-28,1
2022-10-01,2022-10-02,2
2022-10-12,2022-10-15,4
2022-10-19,2022-10-20,2
2022-10-23,2023-03-12,141
2023-03-15,2023-03-17,3
2023-03-19,2023-03-25,7
2023-03-27,2023-04-10,15
2023-04-12,2023-04-12,1
2023-04-14,2023-04-16,3
2023-04-18,2023-04-21,4
2023-04-24,2023-04-24,1
2023-04-26,2023-04-26,1
2023-05-02,2023-05-08,7
2023-05-10,2023-05-16,7
2023-05-18,2023-05-22,5
2023-05-24,2023-05-27,4
2023-05-30,2023-05-31,2
2023-06-03,2023-06-03,1
2023-06-07,2023-06-07,1
2023-06-12,2023-06-12,1
2023-06-16,2023-06-16,1
2023-06-28,2023-06-28,1
2023-07-09,2023-07-10,2
2023-07-12,2023-07-12,1
2023-07-16,2023-07-18,3
2023-07-20,2023-07-24,5
2023-07-28,2023-07-28,1
2023-08-06,2023-08-06,1
2023-08-15,2023-08-15,1
2023-08-18,2023-08-20,3
2023-08-22,2023-08-25,4
2023-08-27,2023-08-27,1
2023-08-29,2023-08-29,1
2023-09-01,2023-09-03,3
2023-09-08,2023-09-08,1
2023-09-19,2023-09-22,4
2023-09-29,2023-10-09,11
2023-10-12,2023-10-14,3
2023-10-17,2023-10-17,1
2023-10-21,2023-10-22,2
2023-10-24,2023-10-24,1
2023-10-30,2023-10-31,2
2023-11-06,2023-11-06,1
2023-11-11,2023-11-12,2
2023-11-15,2023-11-15,1
2023-11-17,2023-11-17,1
2023-11-22,2024-04-01,132
2024-04-04,2024-04-05,2
2024-04-08,2024-04-30,23
2024-05-02,2024-05-03,2
2024-05-05,2024-05-13,9
2024-05-16,2024-05-18,3
2024-05-20,2024-05-21,2
2024-05-26,2024-06-07,13
2024-06-10,2024-06-10,1
2024-06-13,2024-06-15,3
2024-06-17,2024-06-21,5
2024-06-24,2024-06-26,3
2024-06-28,2024-07-04,7
2024-07-08,2024-07-08,1
2024-07-12,2024-07-12,1
2024-08-02,2024-08-02,1
2024-09-06,2024-09-06,1
2024-09-11,2024-09-11,1
2024-09-14,2024-09-14,1
2024-09-18,2024-09-18,1
2024-09-22,2024-09-22,1
2024-09-27,2024-09-27,1
2024-10-05,2024-10-05,1
2024-10-17,2024-10-17,1
2024-10-24,2024-10-24,1
2024-10-28,2024-10-30,3
2024-11-02,2024-11-15,14
2024-11-17,2024-12-31,45
